561 512 1 4 2 2 2
1 4
415 427 460 461 428 1
416 428 461 462 429 1
417 430 463 464 431 1
418 431 464 465 432 1
419 432 465 466 433 1
420 433 466 467 434 1
421 434 467 468 435 1
422 435 468 469 436 1
423 436 469 470 437 1
424 437 470 471 438 1
425 438 471 472 439 1
426 439 472 473 440 1
427 440 473 474 441 1
428 441 474 475 442 1
429 442 475 476 443 1
430 443 476 477 444 1
431 444 477 478 445 1
432 445 478 479 446 1
433 446 479 480 447 1
434 447 480 481 448 1
435 448 481 482 449 1
436 449 482 483 450 1
437 450 483 484 451 1
438 451 484 485 452 1
439 452 485 486 453 1
440 453 486 487 454 1
441 454 487 488 455 1
442 455 488 489 456 1
443 456 489 490 457 1
444 457 490 491 458 1
445 458 491 492 459 1
446 459 492 493 460 1
447 460 493 494 461 1
448 461 494 495 462 1
449 463 496 497 464 1
450 464 497 498 465 1
451 465 498 499 466 1
452 466 499 500 467 1
453 467 500 501 468 1
454 468 501 502 469 1
455 469 502 503 470 1
456 470 503 504 471 1
457 471 504 505 472 1
458 472 505 506 473 1
459 473 506 507 474 1
460 474 507 508 475 1
461 475 508 509 476 1
462 476 509 510 477 1
463 477 510 511 478 1
464 478 511 512 479 1
465 479 512 513 480 1
466 480 513 514 481 1
467 481 514 515 482 1
468 482 515 516 483 1
469 483 516 517 484 1
470 484 517 518 485 1
471 485 518 519 486 1
472 486 519 520 487 1
473 487 520 521 488 1
474 488 521 522 489 1
475 489 522 523 490 1
476 490 523 524 491 1
477 491 524 525 492 1
478 492 525 526 493 1
479 493 526 527 494 1
480 494 527 528 495 1
481 496 529 530 497 1
482 497 530 531 498 1
483 498 531 532 499 1
484 499 532 533 500 1
485 500 533 534 501 1
486 501 534 535 502 1
487 502 535 536 503 1
488 503 536 537 504 1
489 504 537 538 505 1
490 505 538 539 506 1
491 506 539 540 507 1
492 507 540 541 508 1
493 508 541 542 509 1
494 509 542 543 510 1
495 510 543 544 511 1
496 511 544 545 512 1
497 512 545 546 513 1
498 513 546 547 514 1
499 514 547 548 515 1
500 515 548 549 516 1
501 516 549 550 517 1
502 517 550 551 518 1
503 518 551 552 519 1
504 519 552 553 520 1
505 520 553 554 521 1
506 521 554 555 522 1
507 522 555 556 523 1
508 523 556 557 524 1
509 524 557 558 525 1
510 525 558 559 526 1
511 526 559 560 527 1
512 527 560 561 528 1
1 0 1
33 1 0
34 0 1
66 1 0
67 0 1
99 1 0
100 0 1
132 1 0
133 0 1
165 1 0
166 0 1
198 1 0
199 0 1
231 1 0
232 0 1
264 1 0
265 0 1
297 1 0
298 0 1
330 1 0
331 0 1
363 1 0
364 0 1
396 1 0
397 0 1
429 1 0
430 0 1
462 1 0
463 0 1
495 1 0
496 0 1
528 1 0
529 0 1
561 1 0
0 0 0
0 0.0 0.0
2 1 -100.0
3 2 -100.0
4 3 -100.0
5 4 -100.0
6 5 -100.0
7 6 -100.0
8 7 -100.0
9 8 -100.0
10 9 -100.0
11 10 -100.0
12 11 -100.0
13 12 -100.0
14 13 -100.0
15 14 -100.0
16 15 -100.0
17 16 -100.0
18 17 -100.0
19 18 -100.0
20 19 -100.0
21 20 -100.0
22 21 -100.0
23 22 -100.0
24 23 -100.0
25 24 -100.0
26 25 -100.0
27 26 -100.0
28 27 -100.0
29 28 -100.0
30 29 -100.0
31 30 -100.0
32 31 -100.0
33 32 -100.0
0 0 0.0
